,Adams County,Alcorn County,Amite County,Attala County,Benton County,Bolivar County,Calhoun County,Carroll County,Chickasaw County,Choctaw County,Claiborne County,Clarke County,Clay County,Coahoma County,Copiah County,Covington County,DeSoto County,Forrest County,Franklin County,George County,Greene County,Grenada County,Hancock County,Harrison County,Hinds County,Holmes County,Humphreys County,Issaquena County,Itawamba County,Jackson County,Jasper County,Jefferson County,Jefferson Davis County,Jones County,Kemper County,Lafayette County,Lamar County,Lauderdale County,Lawrence County,Leake County,Lee County,Leflore County,Lincoln County,Lowndes County,Madison County,Marion County,Marshall County,Monroe County,Montgomery County,Neshoba County,Newton County,Noxubee County,Oktibbeha County,Panola County,Pearl River County,Perry County,Pike County,Pontotoc County,Prentiss County,Quitman County,Rankin County,Scott County,Sharkey County,Simpson County,Smith County,Stone County,Sunflower County,Tallahatchie County,Tate County,Tippah County,Tishomingo County,Tunica County,Union County,Walthall County,Warren County,Washington County,Wayne County,Webster County,Wilkinson County,Winston County,Yalobusha County,Yazoo County
Prairie Opportunity Inc,286.1870343,111.2009919,275.4129725,70.29364741,115.5770139,142.882983,63.59101622,64.71027079,40.19066006,32.90260746,225.6451138,104.3196154,15.34398071,156.155892,205.7584141,169.4386285,165.1623244,182.8017454,259.6930104,188.3173949,164.346732,78.97201323,250.7354585,225.7342918,177.6055845,97.31274966,122.1489815,176.2138376,82.40879856,217.1577782,117.2034772,249.8473663,189.7974312,147.5484078,57.93373403,100.8982249,196.4664538,80.85813958,207.9021506,90.04459022,64.83312397,92.79243566,229.6217333,22.28880976,128.0055921,213.3232878,129.6942805,48.95200418,49.42548658,66.37887384,90.86167765,37.53072376,6.200227332,128.0054682,231.6068648,168.2377597,251.6678436,66.2860263,96.5770318,139.7137034,148.6876176,114.9225471,156.251093,171.5782228,140.069143,202.059663,112.8933316,112.617788,147.1934458,96.31668172,120.9493143,171.7243749,82.59782212,235.8608505,195.2038027,135.6327518,131.5756442,38.44086439,306.3523489,38.40259646,91.18381552,138.9712561
Hosanna Family Worship Center,273.080952,121.8039207,262.0894765,98.50539354,82.91039369,84.26437786,53.79866541,53.89376727,77.21065948,99.72816428,212.8856642,223.099167,105.2418634,38.98908606,192.9237007,200.6588583,48.48793721,248.8349782,246.5817486,307.9254561,283.7105772,38.54251347,290.9951356,312.9129664,165.0551667,85.38546669,110.2261196,164.0081693,93.47098877,337.0403914,199.438695,236.9179112,189.1054289,224.024167,176.1984292,34.45250142,232.7933725,199.3769777,194.8411078,124.8626949,75.88821579,67.97236671,216.548561,137.5134097,115.7207104,212.5041864,61.24994321,106.0621543,68.29501585,148.5312141,172.9867009,155.5348887,115.6705164,10.93945032,258.2113573,265.7316482,238.3440337,51.06187717,107.3815338,22.56260374,136.134761,148.0777745,144.1460375,159.7431955,176.7746285,284.8173561,80.97383855,32.96684117,30.34608381,95.4684403,131.6597079,54.87781668,71.08474713,222.5182211,182.7193296,123.8252269,250.639932,79.19107432,293.0207184,130.0918996,26.13666075,126.7928282
Brothers’ Keeper Ministries,151.2585699,332.3190346,97.82880079,157.0704025,293.4080927,280.780915,224.4005531,201.5882287,245.6512296,188.9685671,158.5660336,132.0283194,237.0660831,294.2654425,124.2362144,55.28400082,303.5916686,40.07798003,123.9622451,54.13597793,78.45363263,216.8554999,34.7509434,56.67417366,151.0407772,189.237725,214.7912483,215.291837,303.8252503,80.81298027,105.2954632,149.6563842,66.85315801,75.13354063,183.5897603,244.8267053,26.40544458,158.4060795,82.2724889,132.110007,286.2449012,230.5698743,101.5271944,244.0991848,152.3297734,43.53770712,271.7327522,270.5588058,187.1751201,155.7757904,131.4594647,212.0215604,215.6335046,266.1803702,8.537961997,54.64958705,74.15385019,261.4012656,317.8260415,277.8333963,121.7659178,107.6716118,214.4599829,96.13009392,82.43042256,28.66837019,250.6962044,250.589634,285.5104026,305.9530737,342.1372416,310.0419401,281.4947684,54.68524354,181.1575776,249.7312886,104.263617,205.1322022,126.9264235,183.5926905,229.1933539,183.4316798
Sam’s Diner & Food Pantry,69.35374232,357.8820005,24.71028931,178.3860909,319.012438,200.2680103,250.5601005,183.5737188,271.8201044,215.4922532,76.94854913,159.3383598,263.3992682,214.0225473,44.2217818,80.78949846,277.3664785,74.85903685,42.05345616,134.0572527,109.725682,212.413272,117.2812391,139.1915921,71.95449108,151.3262848,133.8667916,134.1328478,329.7683733,163.3033614,132.6192199,67.89803729,60.49698719,102.6906221,210.4733891,270.723074,58.81184125,185.5001916,42.41231651,158.9952386,312.1824041,168.5883098,20.71084733,270.5445443,121.1618542,38.51449578,297.3724049,296.7447009,204.2407897,182.6607024,158.5565848,238.6893775,242.1090853,244.5971064,84.37475877,91.76113592,7.930587446,287.3797782,343.5558894,217.5026236,100.8757822,134.4894561,133.3844396,78.35636478,109.7553503,110.9735101,170.0624458,203.4507794,264.5675733,331.5882061,367.7889225,240.0839756,307.3063049,27.41456704,99.76782982,168.9020105,131.8094645,231.4923252,55.63737404,210.2743628,235.5143609,110.0390855
St Andrew’s Mission Clinic and Community Center,69.35374232,357.8820005,24.71028931,178.3860909,319.012438,200.2680103,250.5601005,183.5737188,271.8201044,215.4922532,76.94854913,159.3383598,263.3992682,214.0225473,44.2217818,80.78949846,277.3664785,74.85903685,42.05345616,134.0572527,109.725682,212.413272,117.2812391,139.1915921,71.95449108,151.3262848,133.8667916,134.1328478,329.7683733,163.3033614,132.6192199,67.89803729,60.49698719,102.6906221,210.4733891,270.723074,58.81184125,185.5001916,42.41231651,158.9952386,312.1824041,168.5883098,20.71084733,270.5445443,121.1618542,38.51449578,297.3724049,296.7447009,204.2407897,182.6607024,158.5565848,238.6893775,242.1090853,244.5971064,84.37475877,91.76113592,7.930587446,287.3797782,343.5558894,217.5026236,100.8757822,134.4894561,133.3844396,78.35636478,109.7553503,110.9735101,170.0624458,203.4507794,264.5675733,331.5882061,367.7889225,240.0839756,307.3063049,27.41456704,99.76782982,168.9020105,131.8094645,231.4923252,55.63737404,210.2743628,235.5143609,110.0390855
Salvation Army Pontotoc County,329.5678286,67.39329824,318.7565986,113.8707014,50.03916165,139.3574767,40.86984132,108.3330941,25.46360641,76.51250057,269.0850238,170.2091305,53.3301497,93.00559017,249.1854266,212.8368503,99.63225303,226.146691,303.072871,254.3483131,230.3359714,79.18019202,293.9868621,268.9882533,221.0811195,140.8945989,165.7316362,219.7482766,38.67951188,283.235555,160.6484468,293.2582734,233.1880435,190.9453041,123.7353863,35.30027484,239.8134711,146.7031628,251.2904963,133.580046,21.10258666,123.2190629,273.0080466,85.48913415,171.5264013,256.6733137,64.14924454,54.2977393,87.62177225,109.914285,134.3533549,103.2879208,63.61626641,62.40855042,274.9021333,212.3323685,295.0113732,3.764575525,52.80374721,74.10230593,192.1626802,158.4150222,199.8026845,215.0104104,183.5139733,245.357382,136.1881728,87.965328,81.63384626,40.98577793,77.1600038,106.1649662,17.01721531,279.201136,238.6906394,179.2351417,197.5137533,60.25423747,349.6946409,81.97987057,55.82539182,182.5102762
Booneville Church of Christ – Food Pantry and Clothes Closet,383.6702065,15.86794581,372.9431099,167.5291348,46.0688326,192.8109856,94.28413227,161.887946,73.04368701,130.0966552,323.0536727,187.8590763,81.80069552,146.3333738,303.1832879,266.8999121,95.64425985,280.3303145,357.1773907,266.4682146,241.93928,132.6425333,348.3821203,323.3777477,274.9691932,194.5421475,219.3773323,273.5030354,38.06565251,292.7583159,214.6057655,347.2925373,287.2683052,245.0113897,135.8522292,73.5828381,293.9923912,161.2557717,305.3758683,187.3326036,32.20863993,176.7443263,327.0979947,89.06676955,225.312064,310.8454066,60.19514628,57.99638166,141.1637175,163.6669711,188.204993,107.1950618,103.3819136,99.69931265,329.1981355,265.7688943,349.1981282,57.09466496,5.651965155,126.9379915,246.0518556,212.2648271,253.5186457,268.9965972,237.4715815,299.6478689,189.6982528,141.3750634,79.35860229,26.8166364,23.98172408,103.8410071,36.8267629,333.3952498,292.5531143,232.8361554,215.8701142,113.7620956,403.8841386,135.6378436,109.2128299,236.25471
Apostolic Faith Tabernacle Food Pantry,132.3405106,262.3721982,121.334128,82.32263055,223.4821025,157.1568364,154.7554837,87.61968173,176.010937,119.5077717,72.16906409,91.42099613,167.5089583,170.7779565,52.20195607,69.00068947,181.8541004,117.1982293,105.8409771,176.3042146,152.0725538,116.5573343,159.3960686,181.312832,26.94544772,65.40359224,90.95885991,91.3408324,234.0708109,205.438015,67.76166089,96.18962328,57.45035091,92.36649305,114.3111874,175.0484401,101.1558144,89.23401082,54.10383158,62.83212188,216.4875705,106.8683015,75.81043162,174.5988705,28.34581004,80.86544809,201.8245806,200.9271942,108.3006947,86.49780029,62.28885538,142.6337942,146.14842,148.9245531,126.5946412,134.0956858,97.588686,191.6646334,247.9636587,154.3525733,4.567587976,38.22331239,90.55118016,28.0713895,45.09769023,153.1996076,127.0109272,127.0134978,168.9844651,236.0427047,272.2353478,186.6887058,211.6736485,81.76159684,57.08978201,125.9471236,118.9813274,135.5886355,152.2647829,114.2118694,139.7378523,59.49223496
The Care Center – Reservoir,142.4562752,252.3165633,131.4550984,72.23452479,213.4252686,150.1751843,144.6825607,77.53799818,165.9377436,109.4242963,82.27650196,98.3718132,157.4310033,163.7884799,62.31119026,75.94452019,173.309374,124.1345795,115.9568567,183.2351494,159.0093496,106.4814047,166.3192584,188.2363949,34.45536825,58.43396311,83.98913429,84.37790317,224.0041594,212.3623612,74.71208059,106.3011432,64.39310194,99.31015125,104.2172811,164.9831438,108.092447,79.13400491,64.21848981,52.73816934,206.4210819,99.89108263,85.92538807,164.5176647,21.38476091,87.80249258,191.7667236,190.8535074,98.21982643,76.40385691,52.18876242,132.5461418,136.0663385,138.859383,133.5239948,141.0317615,107.7096558,181.5969565,237.9031877,147.3627125,9.284934759,28.12331596,83.5858328,35.01998261,52.0480761,160.1293221,120.0327775,120.0290944,158.9245423,225.9849786,262.1771419,179.6915391,201.6108104,91.88301225,52.12246445,118.9746397,125.925311,125.5099,162.3859587,104.1238156,129.6665816,52.52863916
McLaurin Heights United Methodist Church Food Pantry,128.0987553,266.3795781,117.0720886,86.45657256,227.4941611,149.1836673,158.8302499,91.72859683,180.0867535,123.6236642,67.95976532,99.51432212,171.6033312,162.8352854,47.98566033,77.12125166,185.8620322,125.3479439,101.5987778,184.4750302,160.2205265,120.6438228,167.5970766,189.5123828,20.16324938,59.40530269,82.93921203,83.29469219,238.1211253,213.6345088,75.85653932,91.96441423,65.57512339,100.4877243,118.4677282,179.0934833,109.3044303,93.41432454,50.16278393,66.98885069,220.5372528,98.87785984,71.57183393,178.70591,29.12806569,89.01246127,205.8406296,205.0049291,112.4064296,90.6544898,66.46951238,146.7659599,150.2588763,152.9691087,134.7716274,142.2464678,93.3266522,195.7189505,251.9898863,146.4114022,10.40882802,42.40359691,82.51446591,36.17339386,53.19270389,161.3751832,119.0241111,119.0510581,173.00857,240.0582382,276.2527446,178.7760082,215.7091064,77.89435768,49.01758047,117.9382221,127.1012863,139.686055,148.0019385,118.3456036,143.8061825,51.44869794
St. Jude Food Pantry,126.8638669,267.5850557,115.8346557,87.67793149,228.7002265,148.8859041,160.0441836,92.9468159,181.3008185,124.842758,66.72894979,99.8271596,172.8197244,162.5413492,46.75396732,77.43750741,187.0675807,125.6678573,100.3638342,184.7975906,160.5402207,121.8592278,167.9234261,189.8385491,18.93489256,60.62634264,82.63561739,82.98777301,239.3319898,213.9602911,76.16957202,90.73160227,65.89190769,100.8040637,119.6919218,180.3036877,109.624206,94.641501,50.47972965,68.21306872,221.7480384,98.57793003,70.33734261,179.9238922,30.35330132,89.33203619,207.047196,206.2192344,113.6242493,91.87870248,67.69673237,147.9870949,151.4772877,154.1792523,135.0949629,142.5665149,92.08922032,196.930318,253.1977288,146.1176545,10.71980817,43.63077058,82.20872961,36.48732145,53.50575393,161.6983413,118.7246358,118.7546419,174.2161476,241.2647392,277.4594787,178.4858331,216.9181076,78.21460779,48.70739142,117.6359754,127.4174656,140.902831,146.7644041,119.5669359,145.019309,51.14210598
Pinelake Church,142.4562752,252.3165633,131.4550984,72.23452479,213.4252686,150.1751843,144.6825607,77.53799818,165.9377436,109.4242963,82.27650196,98.3718132,157.4310033,163.7884799,62.31119026,75.94452019,173.309374,124.1345795,115.9568567,183.2351494,159.0093496,106.4814047,166.3192584,188.2363949,34.45536825,58.43396311,83.98913429,84.37790317,224.0041594,212.3623612,74.71208059,106.3011432,64.39310194,99.31015125,104.2172811,164.9831438,108.092447,79.13400491,64.21848981,52.73816934,206.4210819,99.89108263,85.92538807,164.5176647,21.38476091,87.80249258,191.7667236,190.8535074,98.21982643,76.40385691,52.18876242,132.5461418,136.0663385,138.859383,133.5239948,141.0317615,107.7096558,181.5969565,237.9031877,147.3627125,9.284934759,28.12331596,83.5858328,35.01998261,52.0480761,160.1293221,120.0327775,120.0290944,158.9245423,225.9849786,262.1771419,179.6915391,201.6108104,91.88301225,52.12246445,118.9746397,125.925311,125.5099,162.3859587,104.1238156,129.6665816,52.52863916
Crossgates Baptist Church,133.926571,260.7443349,122.9165698,80.71734111,221.855073,153.3919828,153.1396393,86.00992784,174.3952804,117.8992631,73.76091339,95.20728453,165.8966117,167.0185427,53.79255684,72.79183515,180.2263339,120.9945753,107.4269579,180.1043249,155.8685897,114.9435803,163.2015636,185.1180674,25.94829973,61.63038098,87.18571547,87.56296296,232.450606,209.2427056,71.54822577,97.77863476,61.24224732,96.15775846,112.7099299,173.4272938,104.9519641,87.6369937,55.69066182,61.23089701,214.8672525,103.1003664,77.39705436,172.9887837,24.56663411,84.6613116,200.1982625,199.3118802,106.6903739,84.89656884,60.69189903,141.028189,144.5389421,147.3033192,130.3958513,137.8922224,99.17112835,190.0451418,246.3391573,150.5934266,6.113959373,36.62628917,86.77499186,31.85922463,48.88427884,157.0005665,123.2436391,123.2505573,167.3595835,234.4162953,270.6092716,182.9346381,210.050793,83.34372959,53.30726381,122.1758965,122.7723663,133.9768318,153.8470815,112.6065434,138.1208595,55.71482924
Cornerstone Church,126.2456445,268.1580292,115.2125186,88.27533849,229.2741044,147.1461752,160.6301669,93.53939242,181.8870037,125.4366801,66.11699346,101.5900791,173.4094914,160.807508,46.14066119,79.2056862,187.6406637,127.4416631,99.74552687,186.5754686,162.3136891,122.4474749,169.7071339,191.6219749,18.32671911,61.22325912,80.88691702,81.23395771,239.9132508,215.743126,77.93279201,90.11657442,67.66089974,102.5723709,120.2936893,180.8839336,111.3978002,95.24785774,52.24897015,68.81487434,222.3291781,96.83486804,69.71973136,180.5161036,30.95667272,91.10532155,207.6218449,206.805789,114.2162113,92.48049971,68.30315627,148.584157,152.0701596,154.7594051,136.8740338,144.3405262,91.46708511,197.5123531,253.7743404,144.3841036,12.47987072,44.2371234,80.45673422,38.25191856,55.26900076,163.477139,116.9822731,117.0169856,174.7923526,241.8392873,278.034385,176.7577785,217.4965021,79.98893203,46.94854559,115.8893486,129.1855263,141.4931871,146.1421107,120.1643017,145.6040506,49.38879437
Oak Grove Baptist Church,129.0886835,265.4746567,118.0693724,85.50574839,226.5875418,152.6237892,157.9008878,90.78684873,179.1570111,122.6793867,68.93792165,96.03062596,170.6668591,166.2643459,48.96635355,73.62767622,184.9569081,121.8437961,102.5888663,180.9632305,156.7170114,119.7102085,164.0743255,185.9901608,22.34537725,60.84068443,86.39618996,86.76127897,237.2006329,210.1133962,72.37227944,92.948341,62.08002056,96.99390683,117.5087096,178.1749007,105.8006805,92.44668398,50.85475755,66.0297624,219.6169891,102.324245,72.5606155,177.7648447,28.16603672,85.50929229,204.9325625,204.0744918,111.4658354,89.69541644,65.50174658,145.8157816,149.316571,152.0507021,131.2575883,138.7419332,94.32393338,194.7970053,251.0781294,149.8399182,7.78636184,41.43596553,85.97763385,32.68654831,49.70839435,157.8616564,122.4691819,122.4872875,172.0975804,239.1503591,275.3441909,182.1941977,214.794001,78.49573859,52.49361879,121.3913033,123.607931,138.7484771,148.999515,117.3948557,142.8791539,54.91433964
Skyway Hills Church of Christ,129.9835513,264.5446359,118.9611983,84.59470988,225.6582229,149.8969224,156.980974,89.87205683,178.2372546,121.7656409,69.83765754,98.77551287,169.7498857,163.5420534,49.86504023,76.37664841,184.0269707,124.5971404,103.4836678,183.7197393,159.4700942,118.792053,166.835363,188.7509796,22.03697398,58.10679136,83.66235249,84.02346797,236.2770513,212.8737563,75.11739938,93.84569061,64.82962433,99.74297921,116.60106,177.2505291,108.5538602,91.5425999,51.7502743,65.12214144,218.6933129,99.59478803,73.45595734,176.8497708,27.25963173,88.26223173,204.0038423,203.1550228,110.5505664,88.78778939,64.5977142,144.9044762,148.4020098,151.1262575,134.015023,141.4954376,95.21576028,193.8740243,250.1509353,147.1178508,9.673167816,40.53187746,83.24123664,35.43273735,52.45353474,160.6188793,119.7402685,119.7620302,171.1700687,238.2215613,274.4156722,179.4764008,213.8681916,79.38730554,49.75189917,118.6590774,126.3568123,137.8319608,149.89122,116.4837858,141.958275,52.17691933
Ever Reaching Community Outreach,149.3431154,245.8306021,138.3766634,65.5320741,206.9313287,164.1866154,138.0813424,84.93255509,159.3347125,102.7527126,89.10782836,84.1547209,150.7962179,177.7477437,69.15450534,61.680863,187.1897656,109.8210353,122.8444734,168.885482,144.6987629,100.2561655,151.9179658,173.8375814,41.25319269,72.52558338,98.08010062,98.51417709,217.4447343,197.9687615,60.49234863,113.1596859,53.00514865,85.04533496,97.47612959,158.432784,93.78079164,72.3521823,71.09798045,45.99673094,199.8627516,113.9320892,92.80685938,157.8611948,35.53359428,76.32062317,185.26597,184.2471748,91.56563608,69.66246979,45.40637016,125.8466898,129.4040405,149.6864297,119.1638044,126.7163814,114.6312258,175.0307117,231.3849781,161.3194228,12.33302769,21.34157718,97.70598668,35.00140109,37.82812755,145.7715282,134.0675695,134.0221978,169.0678519,219.4850818,255.6740287,193.5995307,195.0768296,98.80755994,64.31440788,133.0472032,111.6626538,118.8699229,169.3088823,97.42169851,123.07639,66.66048258
Paul Truitt Memorial Baptist,129.4763239,265.0272864,118.4518443,85.09063168,226.1413644,149.1233521,157.4706907,90.36535461,178.7270813,122.25967,69.33383354,99.56168113,170.241658,162.7716811,49.36048279,77.16567295,184.50968,125.3892216,102.976394,184.5140328,160.2619925,119.2829992,167.6328227,189.5482863,21.53520451,58.03963606,82.88390884,83.24224623,236.7642037,213.6707422,75.90373064,93.34019828,65.61909047,100.5320737,117.0993509,177.7371294,109.3458263,92.04338356,51.24350073,65.62045253,219.1803991,98.81940691,72.94906142,177.3428711,27.75879303,89.05402992,204.4874024,203.6450504,111.0435306,89.28609615,65.09853408,145.4002113,148.8954686,151.6128069,134.8099639,142.2876306,94.70640699,194.3615967,250.6355621,146.3476359,10.45778355,41.0326585,82.46100334,36.21981619,53.23988036,161.4136721,118.9652674,118.9895853,171.6544737,238.7050669,274.8993729,178.7091714,214.3537865,78.87777057,48.96794485,117.8817603,127.1457732,138.3240529,149.3817813,116.9796855,142.4473171,51.39597085
"South Rankin Food Resource Center, Inc",121.3584618,273.0306691,110.324078,93.15583117,234.1470352,151.275548,165.5069881,98.4183327,186.7638898,130.3160527,61.23182469,97.46815918,178.2875286,164.9387731,41.25505868,75.08545666,192.5133391,123.3232419,94.858317,182.4583562,158.1951595,127.3250238,165.5918951,187.5066455,20.91897935,66.10359421,85.01340653,85.35880329,244.7885543,211.6276066,73.81096873,85.23041851,63.54093159,98.4521826,125.1755833,185.7589109,107.2793111,100.1312266,48.12908189,73.69678066,227.2044426,100.9631696,64.83274524,185.3949264,35.83908233,86.98673321,212.4950235,211.6827937,119.0949541,97.36240329,73.1865468,153.4645387,156.9491947,159.6343525,132.7573048,140.2221711,86.57864507,202.3879055,258.6481497,148.515462,15.47802816,49.12049112,84.58216472,34.13053796,51.14718616,159.3603222,121.1107994,121.1470246,179.6660313,246.7124334,282.9076462,180.8909032,222.3708844,75.87067761,51.07177445,120.0165045,125.0652587,146.3714137,141.2536197,125.0447811,150.4804729,53.51380191
Truevine Missionary Baptist Church,141.6457408,253.134038,130.6451649,73.04825161,214.242605,151.3474729,145.49804,78.3524663,166.7531916,110.2385575,81.46500647,97.19596531,158.2459017,164.9598654,61.49990213,74.76786595,174.4793939,122.9570618,115.1463356,182.0570066,157.8318833,107.296537,165.1402217,187.0574012,33.64329267,59.60763954,85.16279956,85.55235288,224.8203625,211.1834579,73.53618686,105.4901188,63.21632309,98.13347708,105.0303383,165.7995034,106.9149619,79.9463581,63.40782778,53.55122129,207.2373038,101.063883,85.11476044,165.3321879,22.55942769,86.62505506,192.5839419,191.6688985,99.03438863,77.21690989,53.00110559,133.3599209,136.8807606,139.6757572,132.3456695,139.8542121,106.8997223,182.4130413,238.7201041,148.5340537,8.10952594,28.93567029,84.76000341,33.84387808,50.87217848,158.9510384,121.2054704,121.2010656,159.7415222,226.8022119,262.9943198,180.862037,202.4274537,91.07313016,51.31020721,120.1479866,124.7486743,126.3247084,161.5760489,104.9375484,130.4822516,53.70301197
Mount Elam M. B. Church,126.6675216,267.8143968,115.6411651,87.88945537,228.9289082,150.8017244,160.2640379,93.16186239,181.5205254,125.0568231,66.5280352,97.89442754,173.0368193,164.4528759,46.55403718,75.50094042,187.2968423,123.7271869,100.1675509,182.8539505,158.5997961,122.0774314,165.9755349,187.8908635,20.48678193,60.8382244,84.55797992,84.91386533,239.5552873,212.0130363,74.23662095,90.53292746,63.95474773,98.86740291,119.9002655,180.5277259,107.68369,94.84649821,48.5423886,68.421385,221.9714244,100.496181,70.14055188,180.1392044,30.56047597,87.39174544,207.2753156,206.4386717,113.8397438,92.08702475,67.90168076,148.19887,151.6921184,154.4033586,133.1504532,140.6256944,91.89572859,197.1530512,253.4244167,148.0289698,10.1895044,43.83577094,84.13349486,34.55336642,51.57278341,159.7540306,120.6423768,120.668951,174.4431327,241.4929321,277.6874101,180.3931403,217.1434956,76.27355955,50.63715218,119.5568257,125.4809844,141.1194964,146.5710274,119.7784897,145.2400688,53.0678312
Crudup-Ward Activity Center – Senior Citizens & Food Pantry Programs,171.1867879,224.7058331,160.2826893,56.15215388,185.7923151,179.8351195,116.7498849,100.6560378,137.99996,81.29500809,110.8519476,68.13702025,129.4044797,193.3026859,90.92017992,54.49975992,202.603275,93.63035512,144.6895842,152.629937,128.5133282,115.9108332,135.5698829,157.4939094,62.93725432,88.31803768,113.8713355,114.3866489,196.1881466,181.6344,44.46995588,134.9526213,74.83186374,68.94206495,75.89355502,138.1016057,81.34829603,50.69664581,92.92859052,29.8928972,178.6081633,129.6337169,114.6409885,136.4305179,51.42869832,98.21560415,167.0829416,162.9064481,86.24117235,48.07952227,23.74985867,104.3389166,107.9629551,165.2123604,116.3074879,110.5223816,136.5372998,153.7619644,210.2023487,176.8698188,34.01773456,6.779155241,113.5495561,56.75821523,25.29348785,129.5014494,149.7580169,149.6378981,184.5310118,198.3353497,234.5184504,209.0625123,173.8659608,120.7190052,80.57496218,148.8053771,95.56321025,97.4689252,191.2172966,75.90919344,128.2385859,82.5250677
Ephesus Baptist Church,179.3303725,216.6840703,168.4368504,54.38944113,177.7681465,178.046648,108.6930982,98.88028909,129.9426093,73.21682056,118.9786625,69.86288107,121.3374674,191.4983588,99.05055464,62.63830993,200.7749826,95.32690232,152.8334184,154.3154818,130.2107569,114.1234215,143.4629131,159.1645216,71.05379502,86.55397781,112.1070631,112.6361407,188.1440368,183.3065848,46.1950269,143.0876095,82.97259325,70.65342752,67.79419327,136.2926452,89.50144355,46.25829107,101.0699767,28.14204243,170.564397,127.8542583,122.7829668,128.3569007,49.68203912,106.3679052,165.2588952,154.8480782,84.46378247,39.98010365,19.86647136,96.25223301,99.88757949,163.4031248,124.4753926,112.2183628,144.691474,145.7158031,202.1707774,175.0647254,42.1343911,8.425395349,111.794151,64.88709481,33.41874743,131.1845365,147.9766592,147.843876,182.7111362,190.3093602,226.4914603,207.2426003,165.8296097,128.8740935,88.68829631,147.0354948,97.27521543,89.40035028,199.3718562,67.82171403,126.4417309,80.77323049
Anguilla Methodist Church,133.3689466,259.4876201,125.7024296,80.44020698,220.6348152,59.44973041,152.404588,85.53930808,173.6681948,117.4823545,73.4545428,190.0782694,165.313024,99.90545362,98.72794551,167.873862,178.9744908,216.3020346,106.8660669,275.5748152,251.1623466,114.2994096,258.9059378,280.8110302,71.59380887,53.37153128,28.5278282,25.02490329,231.5259742,304.9118561,166.4313842,97.34913183,156.3569477,191.2448192,142.7609306,172.4623494,200.2510149,166.1451186,140.9535941,91.42715857,213.9378635,70.52887669,121.7134025,172.503058,69.99643257,179.9480771,199.0090106,198.5994457,106.195028,115.095183,139.7579823,140.7369107,144.0798273,146.3347967,225.91442,233.2078433,149.3772306,189.1517591,245.2282377,119.2687146,100.8708254,114.8459912,7.658835115,126.7978157,143.7686302,252.5080531,57.49616021,105.2921501,166.2328424,233.2228023,269.4299105,141.7492653,209.0114894,168.8672718,43.51070361,27.95718206,217.8494072,133.4170187,153.1263251,112.3275852,137.336168,38.7716173
Bryant’s Residential Care,123.4389977,271.8805771,112.485188,91.50327664,232.978407,197.6959223,164.0893823,118.4570603,185.3420884,128.7351446,75.24521618,71.96282568,176.7920363,211.2380689,43.23455684,28.07975286,220.6513948,76.20176773,96.94064275,135.2530629,111.0805656,133.7667105,118.2667673,140.1872815,67.75694541,106.0640811,131.6183557,132.0689157,243.4679726,164.3203547,45.2328587,87.24527325,27.09757544,51.44379922,123.4332386,184.4593337,60.16221384,98.29449084,45.19120025,71.95374467,225.8863917,147.4521654,66.90079658,183.8491183,69.09291337,50.42689744,211.3105723,210.2533442,117.5544017,95.61949797,71.34847604,151.818973,155.3898478,183.1708625,85.52756479,93.09644311,88.73975614,201.0514756,257.4232169,194.8088223,38.48168818,47.28392514,131.2548607,12.80145762,22.36803286,112.1361562,167.5853811,167.5248426,202.5395519,245.5299892,281.7177581,227.0711996,221.1093344,72.91717678,97.88537655,166.5787567,78.06189915,144.8638573,143.4178965,123.3930167,149.0884466,100.213615
Simpson Baptist Association,120.5783916,274.4354165,109.5980841,94.22324753,235.5393228,184.6143636,166.7321324,105.3436491,187.9862277,131.4315739,62.00083304,74.7751868,179.4604017,198.1963017,40.40714085,41.3537426,207.669785,89.51381778,94.07943768,148.5926779,124.3903684,128.5189308,131.6457528,153.5643812,54.53811232,92.92133743,118.4761178,118.8921218,246.0788568,177.6934835,48.04722708,84.40624944,29.79799945,64.71867879,126.1827467,187.0632841,73.4728194,101.0750242,42.33618272,74.70345808,228.4964357,134.3480358,64.04427314,186.5340309,55.90652389,53.18451869,213.8766806,212.9000095,120.2375568,98.3691785,74.12943707,154.5366721,158.0791994,170.1414515,98.87519395,106.4098975,85.85264266,203.6675512,260.0026577,181.7689979,25.26259489,50.06438133,118.0903614,6.256016132,25.1825607,125.4819639,154.4859968,154.4572539,189.5368317,248.0954537,284.2856874,214.0685417,223.7007982,70.02778749,84.6745619,153.450564,91.33513855,147.5361752,140.5297634,126.1127416,151.7227791,87.04019184
